Study	Study_accession	Sample_type	Sample_group	Secondary_sample_accession	Run_accession	Sample_alias	Host	Common_name	Species	Subspeices	Kind	Habitat	Diet	Country	Other_sample_codes	Age_BP	avg_gc	avg_rl	No_reads_no_human
Brito2016	PRJNA217052	saliva	industrial	SRS476091	SRR2227623		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.419448685406	533815
Brito2016	PRJNA217052	saliva	industrial	SRS476091	SRR2227960		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.419448685406	533815
Brito2016	PRJNA217052	saliva	industrial	SRS476091	SRR2228205		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.419448685406	533815
Brito2016	PRJNA217052	saliva	industrial	SRS476091	SRR2228293		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.419448685406	533815
Brito2016	PRJNA217052	saliva	industrial	SRS476091	SRR2228397		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.419448685406	533815
Brito2016	PRJNA217052	saliva	industrial	SRS476091	SRR2228793		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.419448685406	533815
Brito2016	PRJNA217052	saliva	industrial	SRS476091	SRR2237325		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.419448685406	533815
Brito2016	PRJNA217052	saliva	industrial	SRS476091	SRR2243904		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.419448685406	533815
Brito2016	PRJNA217052	saliva	industrial	SRS476091	SRR2245503		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.419448685406	533815
Brito2016	PRJNA217052	saliva	industrial	SRS476091	SRR2246455		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.419448685406	533815
Brito2016	PRJNA217052	saliva	industrial	SRS476091	SRR2247528		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.419448685406	533815
Brito2016	PRJNA217052	saliva	industrial	SRS476102	SRR2193424		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	113.085466057194	464664
Brito2016	PRJNA217052	saliva	industrial	SRS476102	SRR2226876		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	113.085466057194	464664
Brito2016	PRJNA217052	saliva	industrial	SRS476102	SRR2227871		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	113.085466057194	464664
Brito2016	PRJNA217052	saliva	industrial	SRS476102	SRR2227993		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	113.085466057194	464664
Brito2016	PRJNA217052	saliva	industrial	SRS476102	SRR2228200		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	113.085466057194	464664
Brito2016	PRJNA217052	saliva	industrial	SRS476102	SRR2228305		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	113.085466057194	464664
Brito2016	PRJNA217052	saliva	industrial	SRS476102	SRR2228556		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	113.085466057194	464664
Brito2016	PRJNA217052	saliva	industrial	SRS476102	SRR2237688		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	113.085466057194	464664
Brito2016	PRJNA217052	saliva	industrial	SRS476102	SRR2237792		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	113.085466057194	464664
Brito2016	PRJNA217052	saliva	industrial	SRS476102	SRR2243521		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	113.085466057194	464664
Brito2016	PRJNA217052	saliva	industrial	SRS476102	SRR2243984		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	113.085466057194	464664
Brito2016	PRJNA217052	saliva	industrial	SRS476102	SRR2244025		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	113.085466057194	464664
Brito2016	PRJNA217052	saliva	industrial	SRS476102	SRR2245157		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	113.085466057194	464664
Brito2016	PRJNA217052	saliva	industrial	SRS476102	SRR2245476		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	113.085466057194	464664
Brito2016	PRJNA217052	saliva	industrial	SRS476102	SRR2245675		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	113.085466057194	464664
Brito2016	PRJNA217052	saliva	industrial	SRS476102	SRR2246301		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	113.085466057194	464664
Brito2016	PRJNA217052	saliva	industrial	SRS476102	SRR2246371		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	113.085466057194	464664
Brito2016	PRJNA217052	saliva	industrial	SRS476102	SRR2247036		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	113.085466057194	464664
Brito2016	PRJNA217052	saliva	industrial	SRS476102	SRR2247097		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	113.085466057194	464664
Brito2016	PRJNA217052	saliva	industrial	SRS476102	SRR2247114		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	113.085466057194	464664
Brito2016	PRJNA217052	saliva	industrial	SRS476102	SRR2248152		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	113.085466057194	464664
Brito2016	PRJNA217052	saliva	industrial	SRS476102	SRR2248247		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	113.085466057194	464664
Brito2016	PRJNA217052	saliva	industrial	SRS476105	SRR2193448		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	109.913083051385	369157
Brito2016	PRJNA217052	saliva	industrial	SRS476105	SRR2194598		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	109.913083051385	369157
Brito2016	PRJNA217052	saliva	industrial	SRS476105	SRR2194972		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	109.913083051385	369157
Brito2016	PRJNA217052	saliva	industrial	SRS476105	SRR2223585		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	109.913083051385	369157
Brito2016	PRJNA217052	saliva	industrial	SRS476105	SRR2223606		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	109.913083051385	369157
Brito2016	PRJNA217052	saliva	industrial	SRS476105	SRR2223742		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	109.913083051385	369157
Brito2016	PRJNA217052	saliva	industrial	SRS476105	SRR2223980		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	109.913083051385	369157
Brito2016	PRJNA217052	saliva	industrial	SRS476105	SRR2227626		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	109.913083051385	369157
Brito2016	PRJNA217052	saliva	industrial	SRS476105	SRR2227638		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	109.913083051385	369157
Brito2016	PRJNA217052	saliva	industrial	SRS476105	SRR2227828		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	109.913083051385	369157
Brito2016	PRJNA217052	saliva	industrial	SRS476105	SRR2227917		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	109.913083051385	369157
Brito2016	PRJNA217052	saliva	industrial	SRS476105	SRR2228004		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	109.913083051385	369157
Brito2016	PRJNA217052	saliva	industrial	SRS476105	SRR2228427		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	109.913083051385	369157
Brito2016	PRJNA217052	saliva	industrial	SRS476105	SRR2228443		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	109.913083051385	369157
Brito2016	PRJNA217052	saliva	industrial	SRS476105	SRR2228751		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	109.913083051385	369157
Brito2016	PRJNA217052	saliva	industrial	SRS476105	SRR2228760		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	109.913083051385	369157
Brito2016	PRJNA217052	saliva	industrial	SRS476105	SRR2244625		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	109.913083051385	369157
Brito2016	PRJNA217052	saliva	industrial	SRS476105	SRR2244724		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	109.913083051385	369157
Brito2016	PRJNA217052	saliva	industrial	SRS476105	SRR2244862		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	109.913083051385	369157
Brito2016	PRJNA217052	saliva	industrial	SRS476105	SRR2245582		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	109.913083051385	369157
Brito2016	PRJNA217052	saliva	industrial	SRS476105	SRR2249279		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	109.913083051385	369157
Brito2016	PRJNA217052	saliva	industrial	SRS476105	SRR2251668		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	109.913083051385	369157
Brito2016	PRJNA217052	saliva	industrial	SRS476107	SRR2244330		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	41	112.084415378769	63152
Brito2016	PRJNA217052	saliva	industrial	SRS476107	SRR2244704		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	41	112.084415378769	63152
Brito2016	PRJNA217052	saliva	industrial	SRS476107	SRR2244774		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	41	112.084415378769	63152
Brito2016	PRJNA217052	saliva	industrial	SRS476107	SRR2245543		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	41	112.084415378769	63152
Brito2016	PRJNA217052	saliva	industrial	SRS476107	SRR2245557		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	41	112.084415378769	63152
Brito2016	PRJNA217052	saliva	industrial	SRS476107	SRR2245674		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	41	112.084415378769	63152
Brito2016	PRJNA217052	saliva	industrial	SRS476107	SRR2246350		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	41	112.084415378769	63152
Brito2016	PRJNA217052	saliva	industrial	SRS476107	SRR2248752		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	41	112.084415378769	63152
Brito2016	PRJNA217052	saliva	industrial	SRS476107	SRR2249198		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	41	112.084415378769	63152
Brito2016	PRJNA217052	saliva	industrial	SRS476107	SRR2249226		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	41	112.084415378769	63152
Brito2016	PRJNA217052	saliva	industrial	SRS476107	SRR2249244		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	41	112.084415378769	63152
Brito2016	PRJNA217052	saliva	industrial	SRS476107	SRR2249288		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	41	112.084415378769	63152
Brito2016	PRJNA217052	saliva	industrial	SRS476107	SRR2249346		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	41	112.084415378769	63152
Brito2016	PRJNA217052	saliva	industrial	SRS476107	SRR2249369		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	41	112.084415378769	63152
Brito2016	PRJNA217052	saliva	industrial	SRS476107	SRR2249397		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	41	112.084415378769	63152
Brito2016	PRJNA217052	saliva	industrial	SRS476107	SRR2250259		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	41	112.084415378769	63152
Brito2016	PRJNA217052	saliva	industrial	SRS476107	SRR2250271		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	41	112.084415378769	63152
Brito2016	PRJNA217052	saliva	industrial	SRS476107	SRR2250374		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	41	112.084415378769	63152
Brito2016	PRJNA217052	saliva	industrial	SRS476107	SRR2250452		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	41	112.084415378769	63152
Brito2016	PRJNA217052	saliva	industrial	SRS476107	SRR2250497		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	41	112.084415378769	63152
Brito2016	PRJNA217052	saliva	industrial	SRS476107	SRR2250512		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	41	112.084415378769	63152
Brito2016	PRJNA217052	saliva	industrial	SRS476107	SRR2251010		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	41	112.084415378769	63152
Brito2016	PRJNA217052	saliva	industrial	SRS476109	SRR2224639		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.076274424885	39253
Brito2016	PRJNA217052	saliva	industrial	SRS476109	SRR2227371		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.076274424885	39253
Brito2016	PRJNA217052	saliva	industrial	SRS476109	SRR2228199		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.076274424885	39253
Brito2016	PRJNA217052	saliva	industrial	SRS476109	SRR2228328		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.076274424885	39253
Brito2016	PRJNA217052	saliva	industrial	SRS476109	SRR2228500		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.076274424885	39253
Brito2016	PRJNA217052	saliva	industrial	SRS476109	SRR2228516		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.076274424885	39253
Brito2016	PRJNA217052	saliva	industrial	SRS476109	SRR2228599		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.076274424885	39253
Brito2016	PRJNA217052	saliva	industrial	SRS476109	SRR2228669		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.076274424885	39253
Brito2016	PRJNA217052	saliva	industrial	SRS476109	SRR2228813		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.076274424885	39253
Brito2016	PRJNA217052	saliva	industrial	SRS476109	SRR2236764		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.076274424885	39253
Brito2016	PRJNA217052	saliva	industrial	SRS476109	SRR2236822		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.076274424885	39253
Brito2016	PRJNA217052	saliva	industrial	SRS476109	SRR2236982		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.076274424885	39253
Brito2016	PRJNA217052	saliva	industrial	SRS476109	SRR2237222		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.076274424885	39253
Brito2016	PRJNA217052	saliva	industrial	SRS476109	SRR2237818		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.076274424885	39253
Brito2016	PRJNA217052	saliva	industrial	SRS476109	SRR2243451		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.076274424885	39253
Brito2016	PRJNA217052	saliva	industrial	SRS476109	SRR2243776		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.076274424885	39253
Brito2016	PRJNA217052	saliva	industrial	SRS476109	SRR2243878		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.076274424885	39253
Brito2016	PRJNA217052	saliva	industrial	SRS476109	SRR2244423		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.076274424885	39253
Brito2016	PRJNA217052	saliva	industrial	SRS476109	SRR2244523		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.076274424885	39253
Brito2016	PRJNA217052	saliva	industrial	SRS476109	SRR2245606		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.076274424885	39253
Brito2016	PRJNA217052	saliva	industrial	SRS476109	SRR2247086		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.076274424885	39253
Brito2016	PRJNA217052	saliva	industrial	SRS476109	SRR2247156		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	43	115.076274424885	39253
Brito2016	PRJNA217052	saliva	industrial	SRS476110	SRR2193893		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	45	107.904903157389	199912
Brito2016	PRJNA217052	saliva	industrial	SRS476110	SRR2226878		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	45	107.904903157389	199912
Brito2016	PRJNA217052	saliva	industrial	SRS476110	SRR2227548		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	45	107.904903157389	199912
Brito2016	PRJNA217052	saliva	industrial	SRS476110	SRR2227752		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	45	107.904903157389	199912
Brito2016	PRJNA217052	saliva	industrial	SRS476110	SRR2228333		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	45	107.904903157389	199912
Brito2016	PRJNA217052	saliva	industrial	SRS476110	SRR2228547		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	45	107.904903157389	199912
Brito2016	PRJNA217052	saliva	industrial	SRS476110	SRR2228562		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	45	107.904903157389	199912
Brito2016	PRJNA217052	saliva	industrial	SRS476110	SRR2244658		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	45	107.904903157389	199912
Brito2016	PRJNA217052	saliva	industrial	SRS476110	SRR2245631		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	45	107.904903157389	199912
Brito2016	PRJNA217052	saliva	industrial	SRS476110	SRR2246316		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	45	107.904903157389	199912
Brito2016	PRJNA217052	saliva	industrial	SRS476110	SRR2247062		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	45	107.904903157389	199912
Brito2016	PRJNA217052	saliva	industrial	SRS476110	SRR2249229		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	45	107.904903157389	199912
Brito2016	PRJNA217052	saliva	industrial	SRS476110	SRR2249307		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	45	107.904903157389	199912
Brito2016	PRJNA217052	saliva	industrial	SRS476110	SRR2249555		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	45	107.904903157389	199912
Brito2016	PRJNA217052	saliva	industrial	SRS476110	SRR2249884		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	45	107.904903157389	199912
Brito2016	PRJNA217052	saliva	industrial	SRS476110	SRR2250301		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	45	107.904903157389	199912
Brito2016	PRJNA217052	saliva	industrial	SRS476110	SRR2250330		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	45	107.904903157389	199912
Brito2016	PRJNA217052	saliva	industrial	SRS476110	SRR2250435		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	45	107.904903157389	199912
Brito2016	PRJNA217052	saliva	industrial	SRS476110	SRR2250649		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	45	107.904903157389	199912
Brito2016	PRJNA217052	saliva	industrial	SRS476110	SRR2251591		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	45	107.904903157389	199912
Brito2016	PRJNA217052	saliva	industrial	SRS476110	SRR2251640		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	45	107.904903157389	199912
Brito2016	PRJNA217052	saliva	industrial	SRS476110	SRR2251663		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	45	107.904903157389	199912
Brito2016	PRJNA217052	saliva	industrial	SRS476111	SRR2221971		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	111.943015591882	344410
Brito2016	PRJNA217052	saliva	industrial	SRS476111	SRR2221973		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	111.943015591882	344410
Brito2016	PRJNA217052	saliva	industrial	SRS476111	SRR2222083		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	111.943015591882	344410
Brito2016	PRJNA217052	saliva	industrial	SRS476111	SRR2222370		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	111.943015591882	344410
Brito2016	PRJNA217052	saliva	industrial	SRS476111	SRR2222383		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	111.943015591882	344410
Brito2016	PRJNA217052	saliva	industrial	SRS476111	SRR2222390		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	111.943015591882	344410
Brito2016	PRJNA217052	saliva	industrial	SRS476111	SRR2222391		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	111.943015591882	344410
Brito2016	PRJNA217052	saliva	industrial	SRS476111	SRR2222396		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	111.943015591882	344410
Brito2016	PRJNA217052	saliva	industrial	SRS476111	SRR2243948		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	111.943015591882	344410
Brito2016	PRJNA217052	saliva	industrial	SRS476111	SRR2244032		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	111.943015591882	344410
Brito2016	PRJNA217052	saliva	industrial	SRS476111	SRR2244684		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	111.943015591882	344410
Brito2016	PRJNA217052	saliva	industrial	SRS476111	SRR2246988		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	111.943015591882	344410
Brito2016	PRJNA217052	saliva	industrial	SRS476111	SRR2247289		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	111.943015591882	344410
Brito2016	PRJNA217052	saliva	industrial	SRS476112	SRR2237800		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	105.874456654741	257433
Brito2016	PRJNA217052	saliva	industrial	SRS476112	SRR2243932		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	105.874456654741	257433
Brito2016	PRJNA217052	saliva	industrial	SRS476112	SRR2243977		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	105.874456654741	257433
Brito2016	PRJNA217052	saliva	industrial	SRS476112	SRR2244001		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	105.874456654741	257433
Brito2016	PRJNA217052	saliva	industrial	SRS476112	SRR2244302		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	105.874456654741	257433
Brito2016	PRJNA217052	saliva	industrial	SRS476112	SRR2244361		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	105.874456654741	257433
Brito2016	PRJNA217052	saliva	industrial	SRS476112	SRR2245475		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	105.874456654741	257433
Brito2016	PRJNA217052	saliva	industrial	SRS476112	SRR2247090		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	105.874456654741	257433
Brito2016	PRJNA217052	saliva	industrial	SRS476112	SRR2247329		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	105.874456654741	257433
Brito2016	PRJNA217052	saliva	industrial	SRS476112	SRR2248164		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	105.874456654741	257433
Brito2016	PRJNA217052	saliva	industrial	SRS476112	SRR2248261		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	105.874456654741	257433
Brito2016	PRJNA217052	saliva	industrial	SRS476112	SRR2248431		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	105.874456654741	257433
Brito2016	PRJNA217052	saliva	industrial	SRS476112	SRR2248599		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	105.874456654741	257433
Brito2016	PRJNA217052	saliva	industrial	SRS476113	SRR2224409		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	114.805043445802	48221
Brito2016	PRJNA217052	saliva	industrial	SRS476113	SRR2224440		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	114.805043445802	48221
Brito2016	PRJNA217052	saliva	industrial	SRS476113	SRR2224448		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	114.805043445802	48221
Brito2016	PRJNA217052	saliva	industrial	SRS476113	SRR2224471		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	114.805043445802	48221
Brito2016	PRJNA217052	saliva	industrial	SRS476113	SRR2224797		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	114.805043445802	48221
Brito2016	PRJNA217052	saliva	industrial	SRS476113	SRR2224798		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	114.805043445802	48221
Brito2016	PRJNA217052	saliva	industrial	SRS476113	SRR2227281		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	114.805043445802	48221
Brito2016	PRJNA217052	saliva	industrial	SRS476113	SRR2227937		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	114.805043445802	48221
Brito2016	PRJNA217052	saliva	industrial	SRS476113	SRR2228628		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	114.805043445802	48221
Brito2016	PRJNA217052	saliva	industrial	SRS476113	SRR2228633		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	114.805043445802	48221
Brito2016	PRJNA217052	saliva	industrial	SRS476113	SRR2228666		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	114.805043445802	48221
Brito2016	PRJNA217052	saliva	industrial	SRS476113	SRR2228679		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	114.805043445802	48221
Brito2016	PRJNA217052	saliva	industrial	SRS476113	SRR2228681		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	114.805043445802	48221
Brito2016	PRJNA217052	saliva	industrial	SRS476113	SRR2228740		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	114.805043445802	48221
Brito2016	PRJNA217052	saliva	industrial	SRS476113	SRR2237446		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	114.805043445802	48221
Brito2016	PRJNA217052	saliva	industrial	SRS476113	SRR2237480		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	114.805043445802	48221
Brito2016	PRJNA217052	saliva	industrial	SRS476113	SRR2237556		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	114.805043445802	48221
Brito2016	PRJNA217052	saliva	industrial	SRS476113	SRR2237601		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	114.805043445802	48221
Brito2016	PRJNA217052	saliva	industrial	SRS476113	SRR2237771		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	114.805043445802	48221
Brito2016	PRJNA217052	saliva	industrial	SRS476113	SRR2244174		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	114.805043445802	48221
Brito2016	PRJNA217052	saliva	industrial	SRS476113	SRR2244192		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	114.805043445802	48221
Brito2016	PRJNA217052	saliva	industrial	SRS476113	SRR2244793		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	42	114.805043445802	48221
Brito2016	PRJNA217052	saliva	industrial	SRS476115	SRR2193608		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	113.932401426179	448471
Brito2016	PRJNA217052	saliva	industrial	SRS476115	SRR2193641		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	113.932401426179	448471
Brito2016	PRJNA217052	saliva	industrial	SRS476115	SRR2194877		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	113.932401426179	448471
Brito2016	PRJNA217052	saliva	industrial	SRS476115	SRR2226390		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	113.932401426179	448471
Brito2016	PRJNA217052	saliva	industrial	SRS476115	SRR2226401		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	113.932401426179	448471
Brito2016	PRJNA217052	saliva	industrial	SRS476115	SRR2226418		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	113.932401426179	448471
Brito2016	PRJNA217052	saliva	industrial	SRS476115	SRR2226424		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	113.932401426179	448471
Brito2016	PRJNA217052	saliva	industrial	SRS476115	SRR2226458		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	113.932401426179	448471
Brito2016	PRJNA217052	saliva	industrial	SRS476115	SRR2226461		Human	NA	NA	NA	NA	NA	NA	Fiji	NA	7	44	113.932401426179	448471
