accession	ambiguous_bases	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation	gtdb_type_designation_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
RS_GCF_000194945.1	0	100	0	475	o__Lactobacillales (UID544)	267	0	2037627	89.3506770276297	13	985875	43.2674394058355	2280483	RS_GCF_000194945.1	t	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	type strain of species	LPSN	f	3	1	645105	1343067	4932	1	2896	NZ_GL878510.1	1343067	1	109	NZ_GL878507.1	2896	5349	0	100	AB168126.1.2901	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis	175273	325783	f	f	t	386834	1343067	Scaffold	ASM19494v1	na	PRJNA224116	SAMN00253318	13	386834	none	2011-04-07	GCA_000194945.1	none	full	none	heart	none	0	0	Streptococcus sanguinis SK1 = NCTC 7863	2226	na	3	7	1	1343067	387542	386834	2011/04/07	6	1305	1	SK1;ATCC 10556	Baylor College of Medicine	888807	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis;x__Streptococcus sanguinis SK1 = NCTC 7863	1922	2280483	11	35	assembly from type material	2278561	0	AFAZ00000000.1	2180	7	4932	1	none	none	none	none	none	none	1544	NZ_GL878510.1	1544	2846	0	99.935	CP000387.124363.125913	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	1922	17	35	0
RS_GCF_001078705.1	6	100	0	475	o__Lactobacillales (UID544)	267	0	2056254	89.0689202593769	2	1000391	43.3343772836413	2308610	RS_GCF_001078705.1	t	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis_D	not type material	none	f	1	1	1618102	2308610	2308610	2	2895	NZ_CDMW01000001.1	2308610	3	109	NZ_CDMW01000001.1	2895	5347	0	100	CDMW01000001.1786557.1789454	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis	1154272	2308610	t	f	f	1618102	2308610	Scaffold	Streptococcus sanguinis 2908	na	PRJNA224116	SAMEA3207422	2	1618102	Norway	2015-07-09	GCA_001078705.1	none	full	none	human throat	none	0	0	Streptococcus sanguinis	2269	na	7	none	none	none	none	none	2015/07/09	1	1305	2	2908	IMPERIAL COLLEGE LONDON	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	65	2308610	11	57	none	2308545	0	CDMW00000000.1	2217	1	2308610	2	1545	2830	0	99.741	3323740	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	1545	NZ_CDMW01000001.1	1545	2830	0	99.741	CP000387.124363.125913	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	65	20	57	0
RS_GCF_003942465.1	250	100	0	475	o__Lactobacillales (UID544)	267	0	2149421	88.961461446961	93	1044020	43.2149663310534	2416126	RS_GCF_900635155.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis_G	not type material	none	f	9	9	228204	228204	4372	4	2654	NZ_RJNC01000046.1	103975	4	109	NZ_RJNC01000012.1	2653	4852	0	99.585	LS483346.2303996.2306894	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis	25979	25979	t	f	f	66403	66403	Contig	ASM394246v1	na	PRJNA224116	SAMN09631762	93	66403	none	2018-12-12	GCA_003942465.1	none	full	none	none	none	0	0	Streptococcus sanguinis	none	na	12	none	none	none	none	none	2018/12/12	0	1305	4	BCC39	Clemson University	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	0	2416126	11	48	none	2416126	0	RJNC00000000.1	2363	93	4372	3	none	none	none	none	none	none	1325	NZ_RJNC01000046.1	1322	2438	0	99.924	AFAZ01000011.3210.4745	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK1 = NCTC 7863	0	20	49	0
RS_GCF_003942595.1	82	100	0	475	o__Lactobacillales (UID544)	267	0	2205589	89.2249494526975	26	1060848	42.9169936808719	2471942	RS_GCF_000194945.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	not type material	none	f	3	3	598177	598177	4520	4	2605	NZ_RJNL01000017.1	4520	3	109	NZ_RJNL01000017.1	2257	3967	0	98.361	AFFO01000020.233.3131	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK49	95074	95074	f	f	t	337563	337563	Contig	ASM394259v1	na	PRJNA224116	SAMN09631753	26	337563	none	2018-12-12	GCA_003942595.1	none	full	none	none	none	0	0	Streptococcus sanguinis	none	na	12	none	none	none	none	none	2018/12/12	0	1305	5	BCC53	Clemson University	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	0	2471942	11	55	none	2471942	0	RJNL00000000.1	2406	26	1131	5	none	none	none	none	none	none	1092	NZ_RJNL01000019.1	1091	1978	0	99.358	AORU01000002.255969.257523	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus oralis subsp. tigurinus AZ_3a	0	20	54	0
RS_GCF_900475045.1	0	100	0	475	o__Lactobacillales (UID544)	267	0	2176301	88.8457649170636	1	1052219	42.956007425107	2449527	RS_GCF_000194945.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	not type material	none	f	1	1	2449527	2449527	2449527	4	2896	NZ_LS483346.1	2449527	4	109	NZ_LS483346.1	2896	5349	0	100	LS483346.2303996.2306894	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis	2449527	2449527	t	f	f	2449527	2449527	Complete Genome	42290_B02	na	PRJNA224116	SAMEA3632064	none	none	none	2018-06-17	GCA_900475045.1	none	full	none	none	none	1	0	Streptococcus sanguinis	2382	na	12	none	none	none	none	none	2018/06/17	0	1305	4	NCTC11085	SC	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	0	2449527	11	60	none	2449527	0	none	2318	1	2449527	4	none	none	none	none	none	none	1544	NZ_LS483346.1	1544	2852	0	100	CP000387.124363.125913	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	0	20	60	0
RS_GCF_000192205.1	0	100	0.19	475	o__Lactobacillales (UID544)	267	0	2091364	89.1180679190739	14	1012614	43.3596730641925	2346734	RS_GCF_000194945.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	not type material	none	f	2	1	856387	2339892	5105	1	2896	NZ_GL872409.1	5105	1	109	NZ_GL872409.1	2895	5347	0	100	AEXW01000011.233.3131	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK115	166813	469346	f	f	t	312627	2339892	Scaffold	ASM19220v1	na	PRJNA224116	SAMN00253314	14	312627	none	2011-03-16	GCA_000192205.1	none	full	none	oral cavity	none	0	0	Streptococcus sanguinis SK115	2276	na	3	5	1	2339892	2339892	2339892	2011/03/16	9	1305	1	CCUG 59320;SK115	Baylor College of Medicine	888810	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis;x__Streptococcus sanguinis SK115	11352	2346734	11	35	none	2335382	0	AEXW00000000.1	2230	5	5105	1	none	none	none	none	none	none	1544	NZ_GL872409.1	1544	2824	0	99.676	CP000387.1827860.1829410	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	11352	17	35	0
RS_GCF_001071805.1	0	100	0	475	o__Lactobacillales (UID544)	267	0	2109840	89.4976130745992	68	1015410	43.0728260399266	2357426	RS_GCF_000194945.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	not type material	none	f	5	5	389143	389143	5098	1	2896	NZ_JVPQ01000060.1	5098	1	109	NZ_JVPQ01000060.1	2896	5349	0	100	JVPQ01000060.1968.4865	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis	34668	34668	f	f	t	134182	134182	Contig	ASM107180v1	na	PRJNA224116	SAMN03197408	68	134182	USA: WA	2015-07-10	GCA_001071805.1	none	full	none	none	none	0	0	Streptococcus sanguinis	2346	na	3	none	none	none	none	none	2015/07/10	0	1305	1	216_SSAN	University of Washington	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	0	2357426	11	27	none	2357426	0	JVPQ00000000.1	2312	68	5098	1	none	none	none	none	none	none	1544	NZ_JVPQ01000060.1	1544	2846	0	99.935	CP000387.124363.125913	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	0	14	27	0
RS_GCF_003943785.1	75	100	0	475	o__Lactobacillales (UID544)	267	0	2205284	89.2510273675997	21	1060288	42.9126887088934	2470878	RS_GCF_000194945.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	not type material	none	f	3	3	598177	598177	341166	5	2134	NZ_RJMZ01000004.1	341166	3	109	NZ_RJMZ01000004.1	2117	3879	0	99.622	LS483364.554219.557116	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis	117660	117660	t	f	f	383561	383561	Contig	ASM394378v1	na	PRJNA224116	SAMN09631765	21	383561	none	2018-12-12	GCA_003943785.1	none	full	none	none	none	0	0	Streptococcus sanguinis	none	na	14	none	none	none	none	none	2018/12/12	0	1305	6	BCC54	Clemson University	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	0	2470878	11	48	none	2470878	0	RJMZ00000000.1	2402	21	2137	4	none	none	none	none	none	none	1236	NZ_RJMZ01000014.1	1230	2254	0	99.593	AFAZ01000011.3210.4745	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK1 = NCTC 7863	0	20	47	0
RS_GCF_003942265.1	32	100	0	475	o__Lactobacillales (UID544)	267	0	2070863	89.5173868012124	15	997670	43.1269701020001	2313364	RS_GCF_000194945.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	not type material	none	f	3	3	428325	428325	4844	1	2895	NZ_RJMP01000013.1	428325	1	109	NZ_RJMP01000001.1	2894	5328	0	99.896	JVCN01000010.1995.4891	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus cristatus	154224	154224	t	f	f	366962	366962	Contig	ASM394226v1	na	PRJNA224116	SAMN09631775	15	366962	none	2018-12-12	GCA_003942265.1	none	full	none	none	none	0	0	Streptococcus sanguinis	none	na	7	none	none	none	none	none	2018/12/12	0	1305	5	BCC24	Clemson University	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	0	2313364	11	47	none	2313364	0	RJMP00000000.1	2242	15	4844	1	none	none	none	none	none	none	1544	NZ_RJMP01000013.1	1544	2846	0	99.935	CP000387.1827860.1829410	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	0	20	47	0
RS_GCF_003942385.1	140	100	0	475	o__Lactobacillales (UID544)	267	0	2174873	89.3639218219307	39	1046336	42.995645109727	2433726	RS_GCF_000194945.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	not type material	none	f	5	5	349048	349048	129204	1	2896	NZ_RJMT01000006.1	129204	3	109	NZ_RJMT01000006.1	2895	5328	0	99.862	AFBA01000011.1963.4861	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK1057	62403	62403	t	f	f	192469	192469	Contig	ASM394238v1	na	PRJNA224116	SAMN09631771	39	192469	none	2018-12-12	GCA_003942385.1	none	full	none	none	none	0	0	Streptococcus sanguinis	none	na	7	none	none	none	none	none	2018/12/12	0	1305	3	BCC16	Clemson University	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	0	2433726	11	42	none	2433726	0	RJMT00000000.1	2352	39	129204	2	none	none	none	none	none	none	1341	NZ_RJMT01000006.1	1335	2466	0	100	AFAZ01000011.3210.4745	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK1 = NCTC 7863	0	20	42	0
RS_GCF_003942475.1	90	100	0	475	o__Lactobacillales (UID544)	267	0	2074715	89.3266087348883	31	1007088	43.3617348689595	2322617	RS_GCF_013343115.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis_H	not type material	none	f	3	3	637114	637114	4991	1	2896	NZ_RJNB01000016.1	45292	4	109	NZ_RJNB01000011.1	2896	5312	0	99.689	AFBA01000011.1963.4861	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK1057	74923	74923	t	f	f	327318	327318	Contig	ASM394247v1	na	PRJNA224116	SAMN09631763	31	327318	none	2018-12-12	GCA_003942475.1	none	full	none	none	none	0	0	Streptococcus sanguinis	none	na	10	none	none	none	none	none	2018/12/12	0	1305	5	BCC46	Clemson University	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	0	2322617	11	53	none	2322617	0	RJNB00000000.1	2226	31	4991	1	none	none	none	none	none	none	1544	NZ_RJNB01000016.1	1544	2839	0	99.806	CP000387.124363.125913	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	0	20	53	0
RS_GCF_003943705.1	258	99.63	0	475	o__Lactobacillales (UID544)	267	0	2163146	89.4470001302538	116	1042160	43.0983537881235	2418355	RS_GCF_013343115.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis_H	not type material	none	f	14	14	183386	183386	51807	1	2896	NZ_RJMU01000022.1	51807	2	109	NZ_RJMU01000022.1	2895	5328	0	99.862	AFBA01000011.1963.4861	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK1057	20847	20847	t	f	f	51807	51807	Contig	ASM394370v1	na	PRJNA224116	SAMN09631770	116	51807	none	2018-12-12	GCA_003943705.1	none	full	none	none	none	0	0	Streptococcus sanguinis	none	na	5	none	none	none	none	none	2018/12/12	0	1305	2	BCC14	Clemson University	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	0	2418355	11	48	none	2418355	0	RJMU00000000.1	2369	116	51807	2	none	none	none	none	none	none	1340	NZ_RJMU01000022.1	1336	2468	0	100	AFAZ01000011.3210.4745	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK1 = NCTC 7863	0	20	48	0
GB_GCA_015264985.1	0	92	1.75	475	o__Lactobacillales (UID544)	267	11.11	1933293	89.9605220176767	229	926898	43.1332820826873	2149046	RS_GCF_000194945.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	not type material	none	f	40	37	56881	87992	10166	1	247	JABZYU010000067.1	10166	1	109	JABZYU010000067.1	247	446	7.07e-124	99.19	HG315104.1.2902	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus oralis subsp. dentisani	9383	9949	f	f	t	17538	18924	Scaffold	ASM1526498v1	na	PRJNA624185	SAMN14571057	229	17538	none	2020-11-06	GCA_015264985.1	derived from metagenome	full	JCVI_7_bin.18	none	none	0	0	Streptococcus sanguinis	none	na	4	none	none	none	none	none	2020/11/06	13	1305	2	JCVI_7_bin.18	J. Craig Venter Institute	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	130	2149046	11	31	none	2148916	0	JABZYU000000000.1	2266	216	1011	2	none	none	none	none	none	none	257	JABZYU010000210.1	251	401	1.82e-110	95.618	HE681307.1.1552	Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Veillonella;uncultured bacterium	130	17	31	0
RS_GCF_000014205.1	0	100	0	475	o__Lactobacillales (UID544)	267	0	2121204	88.8114602239542	1	1036586	43.4002181344688	2388435	RS_GCF_013343115.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis_H	not type material	none	f	1	1	2388435	2388435	2388435	4	2897	NC_009009.1-#3	2388435	4	109	NC_009009.1	2896	5349	0	100	CP000387.126174.129073	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	2388435	2388435	t	f	f	2388435	2388435	Complete Genome	ASM1420v1	na	PRJNA224116	SAMN02604299	none	none	none	2007-02-09	GCA_000014205.1	none	full	none	none	none	1	0	Streptococcus sanguinis SK36	2270	na	12	none	none	none	none	none	2007/02/09	0	1305	4	SK36	Virginia Commonwealth University	388919	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis;x__Streptococcus sanguinis SK36	0	2388435	11	61	none	2388435	0	none	2274	1	2388435	4	none	none	none	none	none	none	1544	NC_009009.1	1544	2852	0	100	CP000387.1827860.1829410	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	0	20	61	0
RS_GCF_000286495.1	1	100	0.19	475	o__Lactobacillales (UID544)	267	0	2088071	89.5593939162588	19	1005813	43.1403153002455	2331493	RS_GCF_000194945.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	not type material	none	f	4	4	399901	399901	99851	1	836	NZ_ALKI01000001.1	99851	1	109	NZ_ALKI01000001.1	836	1522	0	99.522	AFDP01000026.1971.4869	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK1087	122710	122710	f	f	t	191578	191578	Contig	SspAS14v1.0	na	PRJNA224116	SAMN00828791	19	191578	none	2012-08-10	GCA_000286495.1	none	full	none	biological product [ENVO:02000043]	none	0	0	Streptococcus sp. AS14	2305	na	5	none	none	none	none	none	2012/08/10	0	936577	3	AS14	J. Craig Venter Institute	936577	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;x__unclassified Streptococcus;s__Streptococcus sp. AS14	0	2331493	11	39	none	2331493	0	ALKI00000000.1	2243	19	215427	1	329	603	2.56e-171	99.696	1025881	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	351	NZ_ALKI01000016.1	329	603	6.55e-171	99.696	JF193471.1.1368	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;uncultured bacterium	0	17	39	0
RS_GCF_001073285.1	1	100	0	475	o__Lactobacillales (UID544)	267	0	2182221	89.6575567872977	31	1045238	42.9441032067216	2433951	RS_GCF_003943735.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis_E	not type material	none	f	5	5	350957	350957	6389	1	2895	NZ_JVCN01000010.1	6389	1	109	NZ_JVCN01000010.1	2895	5347	0	100	JVCN01000010.1995.4891	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus cristatus	78514	78514	t	f	f	144578	144578	Contig	ASM107328v1	na	PRJNA224116	SAMN03197749	31	144578	USA: WA	2015-07-10	GCA_001073285.1	none	full	none	none	none	0	0	Streptococcus cristatus	2379	na	7	none	none	none	none	none	2015/07/10	0	45634	5	550_SOLI	University of Washington	45634	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus cristatus	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus cristatus	0	2433951	11	38	none	2433951	0	JVCN00000000.1	2332	31	6389	5	none	none	none	none	none	none	1545	NZ_JVCN01000010.1	1536	2837	0	100	AEXY01000024.166.1701	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK150	0	19	38	0
